# Force and moment coefficients
# dragDir               : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# liftDir               : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# rollAxis              : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# yawAxis               : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# magUInf               : 2.3659999999999999e+02
# lRef                  : 1.0330000000000000e-01
# Aref                  : 6.7799999999999996e-03
# CofR                  : (3.5000000000000003e-02 0.0000000000000000e+00 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
650                     	2.0605759856264790e-02	1.3478755922851875e-02	7.1270039334129162e-03	-1.4771456504549584e-03	-7.9341188499483560e-04	-6.8373376546012287e-04	-5.4839059767356362e-05	3.1758759947194790e-03	-1.4526190237323468e-02	1.7826307137654243e-01	7.4605345450947741e-02	1.0365772592559469e-01
700                     	2.0601794978087579e-02	1.3677788692434108e-02	6.9240062856534695e-03	-1.9132072283072304e-03	-9.1374881120578184e-04	-9.9945841710144859e-04	4.2854802947833392e-05	3.3768912033903193e-03	-1.4530427601073710e-02	1.7826567101840843e-01	7.4602407908130497e-02	1.0366326311027792e-01
750                     	2.0611715667330038e-02	1.3431600071692027e-02	7.1801155956380093e-03	-1.4086509555790642e-03	-7.8547295807684741e-04	-6.2317799750221683e-04	-8.1147480287315236e-05	3.1257422380270095e-03	-1.4525724906982116e-02	1.7826653768266704e-01	7.4607543934351400e-02	1.0365899374831565e-01
800                     	2.0602858385150830e-02	1.3308487801626506e-02	7.2943705835243258e-03	-1.1753452767910588e-03	-7.2022599009486429e-04	-4.5511928669619449e-04	-1.3255335169933490e-04	3.0070586090510895e-03	-1.4530291768259922e-02	1.7827014298313670e-01	7.4604779723308437e-02	1.0366536325982828e-01
850                     	2.0582753589342966e-02	1.3206097174640351e-02	7.3766564147026165e-03	-9.9348415521689965e-04	-6.7707983407537997e-04	-3.1640432114151979e-04	-1.8033775646693009e-04	2.9147203799688667e-03	-1.4540120262055405e-02	1.7827616171178826e-01	7.4597960593838719e-02	1.0367820111794952e-01
900                     	2.0573271167559311e-02	1.3105388972209546e-02	7.4678821953497662e-03	-8.0574819993142310e-04	-6.3214178324587432e-04	-1.7360641668554884e-04	-2.2926768328016271e-04	2.8187533884298892e-03	-1.4544623635306321e-02	1.7827920770485028e-01	7.4594980217118828e-02	1.0368422748773146e-01
950                     	2.0570652525453922e-02	1.2994518972760521e-02	7.5761335526934002e-03	-5.9601084654714847e-04	-5.8473550682235575e-04	-1.1275339724792720e-05	-2.8673008354878151e-04	2.7091927100335611e-03	-1.4546174702937197e-02	1.7827900538528085e-01	7.4593327989703237e-02	1.0368567739557762e-01
1000                    	2.0570480416948308e-02	1.2791277308459017e-02	7.7792031084892906e-03	-1.9158781813642767e-04	-4.8959304155766592e-04	2.9800522342123827e-04	-3.9379913248945210e-04	2.5060370999848629e-03	-1.4547315469614516e-02	1.7827670431694476e-01	7.4591036688857859e-02	1.0368566762808688e-01
1050                    	2.0570022561869371e-02	1.2569782785816504e-02	8.0002397760528653e-03	2.7096522540213399e-04	-3.7109776484959124e-04	6.4206299025172534e-04	-5.0658037755065824e-04	2.2847715048818196e-03	-1.4548143226427401e-02	1.7827578057380578e-01	7.4589747060475484e-02	1.0368603351333029e-01
1100                    	2.0583575068932377e-02	1.2664590779131976e-02	7.9189842898004011e-03	1.0781958505075774e-04	-4.0935404066635875e-04	5.1717362571711647e-04	-4.6326383319173766e-04	2.3728032446657869e-03	-1.4540813068631317e-02	1.7827442456575215e-01	7.4596399214244768e-02	1.0367802535150739e-01
1150                    	2.0584555775520232e-02	1.2785298497799528e-02	7.7992572777207036e-03	-1.2729446801581641e-04	-4.7376461260041121e-04	3.4647014458459482e-04	-4.1011737859250299e-04	2.4930206100394121e-03	-1.4539294584882611e-02	1.7827677455572824e-01	7.4599092692981497e-02	1.0367768186274673e-01
